,review,rating
135630,"""I am 55 years old and was diagnosed with ADD only last year.  I changed from Adderall XR to Vyvanse and after 3 weeks, I am having anxiety and total lack of focus.  It seems to make me more agitated and more easily distracted.  There is definitely not a &quot;focus&quot; benefit for me on this drug.""",1
108797,"""DO NOT take this if you can avoid it! I&#039;ve taken a lot of antibiotics in my life, and NEVER have I ever had such terrible side effects. Fatigue, thrush, nausea/vomiting, dark urine, migraine and oh my god the vertigo, it&#039;s just the worst! I got prescribed this (500mg) 2x a day for 7 days and I stopped at day 6. First day without a dose and I still feel pretty lethargic but over all I feel somewhat okay. I never had any symptoms from BV (didn&#039;t know I had it) other than I guess discharge and that has stopped for now. Still a little nauseated, but nothing like I felt last night. I have had zero sleep because I was up all night vomiting! If you can finish the full prescription and come out unscathed my hats off to you! This antibiotic SUCKS!!!""",1
131745,"""My daughter had a stroke after using this for a year.""",1
102500,"""I just started taking it after my surgery for endometriosis and fibroids, I was  suffering for many years with painful cramps. I took it on my first day and started to itch unexpectedly. I continue for 1 week and had to stop taking it because the rash and itching didn&#039;t let me do anything. I have a Doctors appointment tomorrow to see if he recommends another one.""",1
33683,"""I only took it once but that one time was enough to leave it. I took a 50mg pill and felt really foggy headed and really down. My depression got really worst and I slept all day.  I really wouldn&#039;t promote this drug, I find meditating 10 times more useful than this drug.""",1
135916,"""I got con on victoza it does what it might say on the tin but its given me more than I bargained foe didn&#039;t expect to end up with thyroid cancer or depression Victoza makes me feel angry, sad etc I eat a meal I find I waste half of it it, makes me run to the loo more I don&#039;t end up making sometimes I go through lots of trousers in a day due to victoza causing problems I feel bloated my blood pressures gone up &amp; up &amp; up plus at first I thought I would give it a real chance to make a difference but has it not. Plus my GP said they have been given victoza to patients instead of Metformin- I don&#039;t think so as vicatoza is too expensive and Metforming is cheaper to buy than the other one. I feel like I&#039;ve been lied to about the effects &amp; affects it has on you""",1
78899,"""I administered these drops twice a day for 2 days. I experienced the stinging and blurriness and metal taste in mouth, but that went away after about 20 min. On the third day, it left my right eye SO SO blurred. Again, blurriness is a side effect, but it did not go away. I am on day 4 that I can&#039;t see out of my right eye. It&#039;s extremely blurry, and scary seeing as I&#039;ve had both my eyes for all my life. The doctor said it&#039;s an allergic reaction, and gave me artificial tears to &quot;flush out&quot; the xiidra. Basically it&#039;s a waiting game on my vision to come back. I will be in and out of my doctor&#039;s office until I get some improvement.
I guess just beware and see if there&#039;s anything milder to try first.""",1
81395,"""I must be the only one on here that didn&#039;t benefit from this medication.... just got a headache and didn&#039;t help my anxiety.""",1
110131,"""I have been on sprintec for about 7 months and from the 2nd month I got periods 2-3 times a month with a very heavy flo. I also started to not care about anyone or anything. I was very insensitive about thing which I should have some effect on me. Sex drive dropped drastically. From having sex 4 times a day to no sex for 3-5 weeks at a time. I was always tired. Just to wake up in the morning was a whole job in itself and I stayed tired all day. My husband and I agreed on not taking it o ly bc of the amount of my flo each time (again 2-3 times a month). I do not recommend this pill to anyone.""",1
60632,"""My doctor just switched me from 30mg of MS Contin to hysingla 20mg once a day. Mind you I have been taking the same thing for over 4 years. This hysingla is a joke!!! After 3 hours I was in so much pain I thought I was dying!! Felt like I was going to be sick, and not from the medicine, it was because I was in so much pain. Whoever said this lasts for 24 hours is completely ridiculous. Worst ever!!""",1
106524,"""I&#039;d give it a zero if I could. They switched me to this brand this month and it has been the worst experience ever. I cannot stop crying, I lost my appetite, back pains, suicidal, worst pill ever given to me. DO NOT TAKE THIS.""",1
155225,"""I would not recommend this pill for anyone, not any progesterone only pill. Bloating that makes me look 3 months pregnant, constipation, 50 pounds of weight gain in under 2 years that won&#039;t exercise off, skin feeling too tight all the time, headaches, fatigue, appetite is weird, constipation and diahhrea, mood swings, hot and cold flashes, and a never ending period. Medical staff all say it&#039;s normal and can&#039;t be the pill...so it&#039;s all in my head. I stopped this pill 2 nights ago and lost a third of my stomach as the bloating is decreasing.

Stay away from these pills!""",1
